task_id,passed,time_ms,error
conan-io__conan-17092,0,676989,Not resolved
conan-io__conan-17102,0,535894,
conan-io__conan-17117,0,666144,
conan-io__conan-17123,0,201445,
conan-io__conan-17129,0,300360,JSONDecodeError: Unterminated string starting at: line 1 column 96 (char 95)
conan-io__conan-17132,0,510286,Not resolved
conan-io__conan-17183,0,247252,JSONDecodeError: Unterminated string starting at: line 1 column 90 (char 89)
conan-io__conan-17266,0,73103,
conan-io__conan-17292,0,134366,
conan-io__conan-17300,0,73049,
conan-io__conan-17301,0,88944,
conan-io__conan-17302,0,367214,KeyError: 'oai_chat_response'
conan-io__conan-17326,0,188459,Not resolved
conan-io__conan-17366,0,392110,
conan-io__conan-17382,0,168967,Not resolved
conan-io__conan-17408,0,98191,KeyError: 'oai_chat_response'
conan-io__conan-17514,0,273920,Not resolved
conan-io__conan-17517,0,694490,
conan-io__conan-17520,0,267783,
conan-io__conan-17532,0,156109,
conan-io__conan-17538,0,445361,Not resolved
conan-io__conan-17708,0,560750,Not resolved
conan-io__conan-17725,0,422343,Not resolved
conan-io__conan-17781,0,279280,
conan-io__conan-17819,0,309203,
conan-io__conan-17917,0,323169,Not resolved
conan-io__conan-17923,0,264985,
conan-io__conan-17967,0,329241,
conan-io__conan-18028,0,207969,KeyError: 'oai_chat_response'
conan-io__conan-18037,0,201013,
cyclotruc__gitingest-115,0,45659,
cyclotruc__gitingest-134,0,154210,
cyclotruc__gitingest-94,0,22771,
deepset-ai__haystack-8489,0,147067,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8489:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8489:latest: docker.io/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8489:latest: No such image"")"
deepset-ai__haystack-8525,0,231115,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8525:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8525:latest: docker.io/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8525:latest: No such image"")"
deepset-ai__haystack-8609,0,146645,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8609:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8609:latest: docker.io/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8609:latest: No such image"")"
deepset-ai__haystack-8619,0,124852,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8619:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8619:latest: docker.io/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8619:latest: No such image"")"
deepset-ai__haystack-8725,0,385447,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8725:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8725:latest: docker.io/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8725:latest: No such image"")"
deepset-ai__haystack-8799,0,312896,Not resolved
deepset-ai__haystack-8879,0,389187,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8879:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8879:latest: docker.io/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8879:latest: No such image"")"
deepset-ai__haystack-8940,0,459340,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8940:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8940:latest: docker.io/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8940:latest: No such image"")"
deepset-ai__haystack-8969,0,167749,
deepset-ai__haystack-8973,0,167579,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8973:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8973:latest: docker.io/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8973:latest: No such image"")"
deepset-ai__haystack-8981,0,145108,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8981:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8981:latest: docker.io/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8981:latest: No such image"")"
deepset-ai__haystack-8992,0,242246,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8992:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8992:latest: docker.io/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-8992:latest: No such image"")"
deepset-ai__haystack-8993,0,234055,
deepset-ai__haystack-8997,0,184360,"JSONDecodeError: Expecting ',' delimiter: line 1 column 56 (char 55)"
deepset-ai__haystack-9027,0,210001,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9027:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9027:latest: docker.io/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9027:latest: No such image"")"
deepset-ai__haystack-9066,0,136765,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9066:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9066:latest: docker.io/starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9066:latest: No such image"")"
delgan__loguru-1297,0,61765,Not resolved
delgan__loguru-1306,0,70744,Not resolved
dynaconf__dynaconf-1225,0,91126,
dynaconf__dynaconf-1238,0,63978,
dynaconf__dynaconf-1241,0,84832,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.dynaconf_1776_dynaconf-1241:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.dynaconf_1776_dynaconf-1241:latest: docker.io/starryzhang/sweb.eval.x86_64.dynaconf_1776_dynaconf-1241:latest: No such image"")"
dynaconf__dynaconf-1249,0,123737,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.dynaconf_1776_dynaconf-1249:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.dynaconf_1776_dynaconf-1249:latest: docker.io/starryzhang/sweb.eval.x86_64.dynaconf_1776_dynaconf-1249:latest: No such image"")"
encode__starlette-2812,0,51855,KeyError: 'oai_chat_response'
facebookresearch__hydra-3005,0,86975,Not resolved
falconry__falcon-2366,0,52813,KeyError: 'oai_chat_response'
falconry__falcon-2419,0,48856,
feast-dev__feast-5036,0,109014,KeyError: 'oai_chat_response'
flexget__flexget-4244,0,151738,Not resolved
flexget__flexget-4306,0,33649,Not resolved
fonttools__fonttools-3682,1,52725,
fonttools__fonttools-3726,0,222480,Not resolved
geopandas__geopandas-3471,0,299737,"APIError: 500 Server Error for http+docker://localhost/v1.41/containers/98ce3e0e9a0d427c8ec73f0f86a547564aa627ceced1830a59e3569c8c8b176c?v=False&link=False&force=True: Internal Server Error (""cleaning up container 98ce3e0e9a0d427c8ec73f0f86a547564aa627ceced1830a59e3569c8c8b176c: removing exit codes with timestamps older than 5 minutes: disk I/O error: disk quota exceeded"")"
hiyouga__llama-factory-7505,0,115861,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.hiyouga_1776_llama-factory-7505:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.hiyouga_1776_llama-factory-7505:latest: docker.io/starryzhang/sweb.eval.x86_64.hiyouga_1776_llama-factory-7505:latest: No such image"")"
huggingface__smolagents-285,0,150453,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.huggingface_1776_smolagents-285:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.huggingface_1776_smolagents-285:latest: docker.io/starryzhang/sweb.eval.x86_64.huggingface_1776_smolagents-285:latest: No such image"")"
huggingface__smolagents-405,0,143192,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.huggingface_1776_smolagents-405:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.huggingface_1776_smolagents-405:latest: docker.io/starryzhang/sweb.eval.x86_64.huggingface_1776_smolagents-405:latest: No such image"")"
huggingface__smolagents-731,0,342366,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.huggingface_1776_smolagents-731:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.huggingface_1776_smolagents-731:latest: docker.io/starryzhang/sweb.eval.x86_64.huggingface_1776_smolagents-731:latest: No such image"")"
huggingface__smolagents-843,0,127103,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.huggingface_1776_smolagents-843:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.huggingface_1776_smolagents-843:latest: docker.io/starryzhang/sweb.eval.x86_64.huggingface_1776_smolagents-843:latest: No such image"")"
icloud-photos-downloader__icloud_photos_downloader-1060,0,32759,Not resolved
instructlab__instructlab-2526,0,292097,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2526:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2526:latest: docker.io/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2526:latest: No such image"")"
instructlab__instructlab-2540,0,218258,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2540:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2540:latest: docker.io/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2540:latest: No such image"")"
instructlab__instructlab-2548,0,270100,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2548:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2548:latest: docker.io/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2548:latest: No such image"")"
instructlab__instructlab-2572,0,266267,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2572:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2572:latest: docker.io/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2572:latest: No such image"")"
instructlab__instructlab-2585,0,291641,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2585:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2585:latest: docker.io/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2585:latest: No such image"")"
instructlab__instructlab-2592,0,241701,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2592:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2592:latest: docker.io/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2592:latest: No such image"")"
instructlab__instructlab-2825,0,220740,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2825:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2825:latest: docker.io/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2825:latest: No such image"")"
instructlab__instructlab-2886,0,509013,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2886:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2886:latest: docker.io/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2886:latest: No such image"")"
instructlab__instructlab-2927,0,310063,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2927:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2927:latest: docker.io/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-2927:latest: No such image"")"
instructlab__instructlab-3060,0,189976,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-3060:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-3060:latest: docker.io/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-3060:latest: No such image"")"
instructlab__instructlab-3118,0,190415,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-3118:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-3118:latest: docker.io/starryzhang/sweb.eval.x86_64.instructlab_1776_instructlab-3118:latest: No such image"")"
ipython__ipython-14695,0,30590,
ipython__ipython-14798,0,307033,
ipython__ipython-14822,0,44918,
ipython__ipython-14838,0,133496,
iterative__dvc-10711,0,97274,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.iterative_1776_dvc-10711:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.iterative_1776_dvc-10711:latest: docker.io/starryzhang/sweb.eval.x86_64.iterative_1776_dvc-10711:latest: No such image"")"
jazzband__tablib-613,0,79024,
joke2k__faker-2142,0,138953,
joke2k__faker-2155,0,89633,
joke2k__faker-2162,0,74697,
joke2k__faker-2173,0,359305,
joke2k__faker-2190,0,57421,JSONDecodeError: Unterminated string starting at: line 1 column 106 (char 105)
jupyterlab__jupyter-ai-1022,0,303182,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.jupyterlab_1776_jupyter-ai-1022:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.jupyterlab_1776_jupyter-ai-1022:latest: docker.io/starryzhang/sweb.eval.x86_64.jupyterlab_1776_jupyter-ai-1022:latest: No such image"")"
jupyterlab__jupyter-ai-1125,0,193692,KeyError: 'oai_chat_response'
jupyterlab__jupyter-ai-1294,0,222190,Not resolved
kedro-org__kedro-4387,0,73765,KeyError: 'oai_chat_response'
kedro-org__kedro-4406,0,468813,Not resolved
kedro-org__kedro-4408,0,232626,Not resolved
kedro-org__kedro-4427,0,312213,
kedro-org__kedro-4580,0,83161,
keras-team__keras-20389,0,254122,
keras-team__keras-20396,0,39640,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.keras-team_1776_keras-20396:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.keras-team_1776_keras-20396:latest: docker.io/starryzhang/sweb.eval.x86_64.keras-team_1776_keras-20396:latest: No such image"")"
keras-team__keras-20443,1,126178,
keras-team__keras-20534,0,944454,"APIError: 500 Server Error for http+docker://localhost/v1.41/containers/5ed6209118e60a01e1eafdc79e2feec0f49af22fcb1846107c015ddcc17894b9?v=False&link=False&force=True: Internal Server Error (""saving container: saving container 5ed6209118e60a01e1eafdc79e2feec0f49af22fcb1846107c015ddcc17894b9 state: writing container 5ed6209118e60a01e1eafdc79e2feec0f49af22fcb1846107c015ddcc17894b9 state: disk I/O error: disk quota exceeded"")"
keras-team__keras-20609,0,101189,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.keras-team_1776_keras-20609:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.keras-team_1776_keras-20609:latest: docker.io/starryzhang/sweb.eval.x86_64.keras-team_1776_keras-20609:latest: No such image"")"
keras-team__keras-20880,0,280487,
keras-team__keras-21072,0,117808,Not resolved
koxudaxi__datamodel-code-generator-2259,0,75806,
koxudaxi__datamodel-code-generator-2327,0,34314,KeyError: 'oai_chat_response'
koxudaxi__datamodel-code-generator-2349,0,35741,KeyError: 'oai_chat_response'
kozea__weasyprint-2300,0,258061,KeyError: 'oai_chat_response'
kozea__weasyprint-2303,0,57039,
kozea__weasyprint-2387,0,28104,KeyError: 'oai_chat_response'
kozea__weasyprint-2398,0,28065,Not resolved
kozea__weasyprint-2405,0,131206,
kubernetes-client__python-2303,0,593856,
matplotlib__matplotlib-28933,0,377750,
matplotlib__matplotlib-29007,0,247340,KeyError: 'oai_chat_response'
matplotlib__matplotlib-29249,0,46828,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-29249:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-29249:latest: docker.io/starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-29249:latest: No such image"")"
matplotlib__matplotlib-29258,0,128412,KeyError: 'oai_chat_response'
matplotlib__matplotlib-29285,0,167856,Not resolved
matplotlib__matplotlib-29388,0,422935,
matplotlib__matplotlib-29431,0,549438,
matplotlib__matplotlib-29486,0,495370,
matplotlib__matplotlib-29537,0,103632,
matplotlib__matplotlib-29689,0,239146,KeyError: 'oai_chat_response'
matplotlib__matplotlib-29721,0,20010,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-29721:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-29721:latest: docker.io/starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-29721:latest: No such image"")"
matplotlib__matplotlib-29781,0,57922,
mikedh__trimesh-2354,0,95498,KeyError: 'oai_chat_response'
mikedh__trimesh-2363,0,168930,
modelcontextprotocol__python-sdk-167,0,19848,Not resolved
modelcontextprotocol__python-sdk-222,0,23253,
pallets__flask-5626,0,45436,Not resolved
pallets__flask-5637,0,59060,
patroni__patroni-3198,0,65777,
pdm-project__pdm-3237,0,72547,
pdm-project__pdm-3250,0,143598,
pdm-project__pdm-3255,0,102078,
pdm-project__pdm-3314,0,91009,Not resolved
pdm-project__pdm-3374,0,81641,KeyError: 'oai_chat_response'
pdm-project__pdm-3419,0,53048,KeyError: 'oai_chat_response'
pdm-project__pdm-3420,0,43192,Not resolved
privacyidea__privacyidea-4206,0,276474,KeyError: 'oai_chat_response'
privacyidea__privacyidea-4223,0,62416,KeyError: 'oai_chat_response'
privacyidea__privacyidea-4226,0,49303,KeyError: 'oai_chat_response'
privacyidea__privacyidea-4233,0,84424,KeyError: 'oai_chat_response'
privacyidea__privacyidea-4251,0,47538,Not resolved
projectmesa__mesa-2394,0,57084,
projectmesa__mesa-2418,0,33250,KeyError: 'oai_chat_response'
projectmesa__mesa-2523,0,233245,"JSONDecodeError: Expecting ',' delimiter: line 1 column 31 (char 30)"
projectmesa__mesa-2605,0,48338,
projectmesa__mesa-2632,0,59744,
pvlib__pvlib-python-2249,1,105710,
pvlib__pvlib-python-2286,0,26723,JSONDecodeError: Unterminated string starting at: line 1 column 84 (char 83)
pvlib__pvlib-python-2291,0,203849,
pvlib__pvlib-python-2292,0,110517,JSONDecodeError: Unterminated string starting at: line 1 column 77 (char 76)
pvlib__pvlib-python-2341,0,64383,JSONDecodeError: Unterminated string starting at: line 1 column 84 (char 83)
pvlib__pvlib-python-2393,0,200618,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.pvlib_1776_pvlib-python-2393:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.pvlib_1776_pvlib-python-2393:latest: docker.io/starryzhang/sweb.eval.x86_64.pvlib_1776_pvlib-python-2393:latest: No such image"")"
pvlib__pvlib-python-2400,0,57230,
pybamm-team__pybamm-4644,1,52395,
pybamm-team__pybamm-4816,0,101591,KeyError: 'oai_chat_response'
pybamm-team__pybamm-4865,0,203109,
pydata__xarray-10076,0,265815,
pydata__xarray-9586,0,151855,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.pydata_1776_xarray-9586:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.pydata_1776_xarray-9586:latest: docker.io/starryzhang/sweb.eval.x86_64.pydata_1776_xarray-9586:latest: No such image"")"
pydata__xarray-9636,0,122852,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.pydata_1776_xarray-9636:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.pydata_1776_xarray-9636:latest: docker.io/starryzhang/sweb.eval.x86_64.pydata_1776_xarray-9636:latest: No such image"")"
pydata__xarray-9760,0,270144,
pydata__xarray-9765,0,94385,Not resolved
pydata__xarray-9971,0,430884,
pydata__xarray-9974,0,42638,
pylint-dev__pylint-10044,0,51453,Not resolved
pylint-dev__pylint-10062,0,254815,
pylint-dev__pylint-10089,0,126749,Not resolved
pylint-dev__pylint-10097,0,176352,Not resolved
pylint-dev__pylint-10240,0,145535,KeyError: 'oai_chat_response'
pypa__twine-1225,1,17906,
pypsa__pypsa-1091,0,13044,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.pypsa_1776_pypsa-1091:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.pypsa_1776_pypsa-1091:latest: docker.io/starryzhang/sweb.eval.x86_64.pypsa_1776_pypsa-1091:latest: No such image"")"
pypsa__pypsa-1112,0,56706,Not resolved
pypsa__pypsa-1172,0,120095,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.pypsa_1776_pypsa-1172:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.pypsa_1776_pypsa-1172:latest: docker.io/starryzhang/sweb.eval.x86_64.pypsa_1776_pypsa-1172:latest: No such image"")"
pypsa__pypsa-1195,0,70292,
python-babel__babel-1141,1,33891,
python-babel__babel-1163,0,412784,JSONDecodeError: Unterminated string starting at: line 1 column 79 (char 78)
python-babel__babel-1164,0,239025,
python-babel__babel-1179,0,609026,
python-babel__babel-1194,0,624960,
python-control__python-control-1064,0,146412,Not resolved
python-control__python-control-1111,1,15978,
python-control__python-control-1142,0,25067,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.python-control_1776_python-control-1142:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.python-control_1776_python-control-1142:latest: docker.io/starryzhang/sweb.eval.x86_64.python-control_1776_python-control-1142:latest: No such image"")"
python-telegram-bot__python-telegram-bot-4617,0,312638,
python-telegram-bot__python-telegram-bot-4626,0,28177,
python-telegram-bot__python-telegram-bot-4673,0,70207,KeyError: 'oai_chat_response'
pytorch__torchtune-1806,0,194835,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.pytorch_1776_torchtune-1806:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.pytorch_1776_torchtune-1806:latest: docker.io/starryzhang/sweb.eval.x86_64.pytorch_1776_torchtune-1806:latest: No such image"")"
pytorch__torchtune-2066,0,115981,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.pytorch_1776_torchtune-2066:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.pytorch_1776_torchtune-2066:latest: docker.io/starryzhang/sweb.eval.x86_64.pytorch_1776_torchtune-2066:latest: No such image"")"
pytorch__torchtune-2139,0,178813,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.pytorch_1776_torchtune-2139:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.pytorch_1776_torchtune-2139:latest: docker.io/starryzhang/sweb.eval.x86_64.pytorch_1776_torchtune-2139:latest: No such image"")"
qtile__qtile-5154,0,45605,
reata__sqllineage-661,0,73116,"ImageNotFound: 404 Client Error for http+docker://localhost/v1.41/images/starryzhang/sweb.eval.x86_64.reata_1776_sqllineage-661:latest/json: Not Found (""failed to find image starryzhang/sweb.eval.x86_64.reata_1776_sqllineage-661:latest: docker.io/starryzhang/sweb.eval.x86_64.reata_1776_sqllineage-661:latest: No such image"")"
reata__sqllineage-694,0,121847,
reflex-dev__reflex-4087,0,84740,
reflex-dev__reflex-4129,0,68697,Not resolved
reflex-dev__reflex-4266,0,75750,Not resolved
reflex-dev__reflex-4347,0,270704,
reflex-dev__reflex-4371,0,175954,
